time,wave_1,wave_2,wave_3,wave_4
2009.4860798463983,0.025982612281184755,-0.016907671676693676,-0.03202671254686882,-0.3364259340592112
2009.4973682468221,0.007452248172362354,-0.023127008017302945,-0.027083595501063658,-0.32785328887089893
2009.5086566472457,-0.022568852087986906,-0.03123544968857946,-0.016160144737867043,-0.29369020114356825
2009.5199450476696,-0.06932830318044593,-0.0418573978899951,0.0029810500646456754,-0.22919379972725495
2009.5312334480932,-0.1394112947467838,-0.05385884433813491,0.027844860534092873,-0.133752260909387
2009.542521848517,-0.2336560756178185,-0.056476924024645214,0.05896848423181695,-0.02240257196308903
2009.5538102489406,-0.3434783475652001,-0.053119198265607216,0.08528717234623755,0.03901085383878709
2009.5650986493645,-0.43599415464148605,-0.05237349397163245,0.10648047094368965,0.057723151430371065
2009.576387049788,-0.46488911742553646,-0.05263640812138447,0.11151702665643985,0.070531067902441
2009.587675450212,-0.39754348388057675,-0.04680259038369937,0.07961383006649718,0.05860124897797587
2009.5989638506355,-0.23959859559437632,-0.03524936986664121,0.015574186644521329,0.02167010596609497
2009.6102522510594,-0.04017263650644999,-0.02095239358264176,-0.06035902874381658,-0.02841097089537093
2009.621540651483,0.03168570202131433,-0.026724238406957524,-0.07037911216762463,-0.06797514819429372
2009.6328290519068,0.034417586789917215,-0.030710522450291825,-0.06662651419024909,-0.06384836424248458
2009.6441174523304,0.043331952113799255,-0.04484387432661705,-0.04083690254322693,-0.03966231556827833
2009.6554058527543,0.05044664467936707,-0.05612065690000198,-0.02027333160788887,-0.020438351607042046
2009.6666942531779,0.05517677428989034,-0.06360271107392183,-0.006623034495948996,-0.007747714264553942
2009.6779826536017,0.05715750365659297,-0.0666885775430257,-0.0009338812957888307,-0.0025584213995860543
2009.6892710540253,0.05283104390821716,-0.0643196487287366,-0.024578261360149026,0.009702135801737507
2009.7005594544491,0.039111727458134335,-0.05407489311652787,-0.08640763302367606,0.03929373554295858
2009.711847854873,0.022467557399917817,-0.039663302976225404,-0.1581878749923489,0.06557950836868023
2009.7231362552966,0.005655324480895489,-0.023063324801183373,-0.22909329984670299,0.08731623610788128
2009.7344246557204,-0.008147016982080911,-0.007831287739516551,-0.2869577947665828,0.10675816753727976
2009.745713056144,-0.014480951704686289,0.0008695887372120135,-0.31718053247390166,0.12723402706301334
2009.7570014565679,-0.016044654424779214,0.00923578845556519,-0.32583321171299434,0.13816571522757354
2009.7682898569915,-0.013729708548512206,0.020320079478385874,-0.31474580291895105,0.1361411221278394
2009.7795782574153,-0.007655944232397172,0.03550487151990007,-0.2844748724678432,0.12242050561982068
2009.790866657839,0.0016365216148380149,0.0561016509079657,-0.2376895248517034,0.09982835248361205
2009.8021550582628,0.009011949816073082,0.08788720569650804,-0.17192162516866777,0.0750887804173653
2009.8134434586864,0.014918324732521401,0.12871213765625683,-0.09603748645768874,0.05168715334529755
2009.8247318591102,0.02074622038051408,0.1738208429862513,-0.021266357046345486,0.032084906117258206
2009.8360202595338,0.025810887067708174,0.21961273650055416,0.04527701816140475,0.018947451821895084
2009.8473086599577,0.029105546260348843,0.2615772739359586,0.09400483123740437,0.015965553516423994
2009.8585970603813,0.030250511975189298,0.2950943039006827,0.11971848155098802,0.0236464609774848
2009.869885460805,0.0310850020501563,0.3163171441027761,0.13294391224550214,0.03215137536713873
2009.8811738612287,0.032104744919695324,0.3229138768044457,0.1351416643412342,0.04079257337043768
2009.8924622616526,0.033316583048361485,0.3154875096601527,0.12783941322624126,0.04814531492565077
2009.9037506620762,0.03406370866279433,0.2974560613927571,0.11168118587104876,0.051863755599223856
2009.9150390625,0.03436902051091142,0.28609870697737,0.10188852302330624,0.05292287848329057
